Date,Country,App,Platform,Ad Network,Daily Users
18/10/2018,MX,Blast!,ios,Organic,172
16/10/2018,ES,Blast!,ios,Ad Network 1,198
18/10/2018,NP,Blast!,ios,Organic,1
19/10/2018,TH,Blast!,android,Organic,34
22/10/2018,JP,Blast!,ios,Ad Network 1,77
16/10/2018,AT,Blast!,android,Organic,9
18/10/2018,NO,Blast!,ios,Ad Network 3,1
20/10/2018,CL,Blast!,ios,Organic,33
18/10/2018,EG,Blast!,ios,Ad Network 1,145
21/10/2018,MM,Blast!,android,Organic,3
21/10/2018,HN,Bally Ball,ios,Ad Network 1,1
16/10/2018,TT,Blast!,android,Organic,3
19/10/2018,OM,Blast!,ios,Ad Network 1,3
17/10/2018,KW,Carz,ios,Ad Network 1,1
22/10/2018,SY,T-Rex,ios,Organic,1
21/10/2018,BE,Blast!,android,Organic,18
18/10/2018,SN,Blast!,android,Organic,1
18/10/2018,DE,T-Rex,ios,Organic,14
22/10/2018,US,Bally Ball,android,Organic,6
20/10/2018,MA,Blast!,ios,Ad Network 1,54
17/10/2018,NO,Blast!,android,Organic,25
20/10/2018,AU,Blast!,ios,Ad Network 1,29
18/10/2018,SG,Bally Ball,ios,Organic,1
16/10/2018,BY,Blast!,ios,Organic,9
19/10/2018,CA,T-Rex,ios,Organic,105
21/10/2018,AD,Blast!,ios,Organic,2
16/10/2018,un,Bally Ball,ios,Organic,1
18/10/2018,MX,Blast!,android,Organic,70
21/10/2018,NL,T-Rex,android,Organic,1
21/10/2018,PY,Blast!,ios,Organic,3
20/10/2018,GF,Blast!,ios,Organic,1
17/10/2018,HR,Blast!,ios,Ad Network 1,10
17/10/2018,GB,Blast!,ios,Ad Network 6,1
20/10/2018,PH,Screwed,android,Organic,149
19/10/2018,GE,Carz,android,Organic,1
16/10/2018,BR,Blast!,ios,Ad Network 1,657
21/10/2018,FR,Bally Ball,ios,Organic,11
19/10/2018,JP,Blast!,ios,Organic,141
21/10/2018,SA,Blast!,android,Organic,5
21/10/2018,VN,Blast!,android,Organic,126
16/10/2018,VN,Blast!,ios,Ad Network 1,636
22/10/2018,LA,Blast!,ios,Ad Network 1,8
22/10/2018,LI,Blast!,ios,Organic,1
18/10/2018,BR,Blast!,android,Organic,122
20/10/2018,MM,Blast!,ios,Organic,2
21/10/2018,MX,T-Rex,android,Organic,2
16/10/2018,HU,T-Rex,ios,Organic,1
20/10/2018,KZ,Blast!,ios,Ad Network 1,54
16/10/2018,IR,Blast!,ios,Ad Network 1,1
16/10/2018,IT,T-Rex,ios,Organic,6
21/10/2018,GR,Blast!,ios,Organic,10
20/10/2018,MX,Blast!,ios,Ad Network 3,1
16/10/2018,KW,Blast!,ios,Ad Network 1,24
21/10/2018,DK,Blast!,android,Organic,29
22/10/2018,ZA,Blast!,ios,Ad Network 1,14
16/10/2018,IQ,Bally Ball,ios,Organic,2
22/10/2018,IT,T-Rex,ios,Organic,2
17/10/2018,UZ,Blast!,ios,Organic,4
18/10/2018,GB,Carz,android,Ad Network 1,2
21/10/2018,US,Blast!,android,Organic,1202
16/10/2018,RO,Carz,android,Organic,1
21/10/2018,BR,Bally Ball,ios,Organic,3
16/10/2018,GP,Blast!,android,Organic,2
21/10/2018,FO,Blast!,ios,Ad Network 1,2
17/10/2018,LT,Blast!,ios,Organic,3
16/10/2018,XK,Blast!,ios,Organic,3
22/10/2018,US,Blast!,ios,Ad Network 2,465
18/10/2018,AE,Blast!,ios,Organic,20
21/10/2018,CR,T-Rex,ios,Organic,2
21/10/2018,GR,Blast!,android,Organic,6
22/10/2018,XK,Blast!,ios,Organic,1
22/10/2018,GT,Blast!,ios,Ad Network 1,31
21/10/2018,PT,Blast!,android,Organic,3
16/10/2018,AF,Blast!,ios,Ad Network 1,7
22/10/2018,PT,Bally Ball,ios,Ad Network 1,1
21/10/2018,AE,Blast!,ios,Ad Network 2,1
22/10/2018,KH,T-Rex,ios,Organic,3
20/10/2018,US,Carz,android,Ad Network 1,395
17/10/2018,SK,Blast!,android,Organic,6
19/10/2018,un,Blast!,ios,Organic,1
20/10/2018,GE,Blast!,android,Organic,6
18/10/2018,SK,Blast!,android,Organic,3
16/10/2018,KH,Blast!,ios,Organic,3
20/10/2018,UZ,Blast!,ios,Ad Network 1,8
17/10/2018,GR,Blast!,ios,Ad Network 1,30
18/10/2018,PR,Blast!,ios,Ad Network 2,2
17/10/2018,LT,T-Rex,ios,Organic,2
19/10/2018,MM,Blast!,ios,Organic,2
16/10/2018,VE,Blast!,ios,Organic,8
22/10/2018,CA,Bally Ball,ios,Organic,46
17/10/2018,IQ,T-Rex,ios,Organic,1
18/10/2018,VN,Carz,ios,Organic,147
22/10/2018,NO,Blast!,ios,Ad Network 1,11
21/10/2018,BE,Blast!,ios,Organic,33
17/10/2018,IT,Blast!,android,Organic,51
22/10/2018,ML,Blast!,ios,Ad Network 1,1
22/10/2018,SI,Blast!,ios,Ad Network 1,6
19/10/2018,IR,Bally Ball,ios,Ad Network 2,1
18/10/2018,HR,Blast!,android,Organic,5
21/10/2018,DE,Bally Ball,android,Organic,1
18/10/2018,US,Blast!,ios,Ad Network 6,964
19/10/2018,KH,T-Rex,ios,Organic,5
20/10/2018,BO,Blast!,ios,Organic,2
16/10/2018,PT,Carz,ios,Organic,1
19/10/2018,LI,Blast!,ios,Ad Network 1,1
22/10/2018,LV,Carz,android,Ad Network 1,1
22/10/2018,AR,Blast!,android,Organic,19
16/10/2018,AF,Blast!,android,Organic,1
18/10/2018,CH,T-Rex,ios,Organic,3
22/10/2018,PS,Blast!,android,Organic,1
19/10/2018,HR,Blast!,ios,Ad Network 1,11
16/10/2018,GP,Blast!,ios,Organic,4
16/10/2018,OM,T-Rex,ios,Organic,1
19/10/2018,XK,Blast!,ios,Organic,4
16/10/2018,NL,Blast!,ios,Ad Network 2,1
16/10/2018,BR,Carz,android,Organic,256
21/10/2018,BD,Blast!,android,Organic,2
16/10/2018,MY,Blast!,android,Organic,9
22/10/2018,MT,Blast!,android,Organic,1
17/10/2018,DE,Carz,android,Organic,1
21/10/2018,UA,Blast!,ios,Organic,59
18/10/2018,TN,Blast!,ios,Ad Network 1,20
16/10/2018,BO,Blast!,ios,Organic,1
17/10/2018,CN,Carz,ios,Ad Network 1,1
20/10/2018,RU,T-Rex,ios,Organic,12
21/10/2018,CN,Blast!,ios,Organic,386
16/10/2018,PS,Blast!,android,Organic,1
19/10/2018,US,Bally Ball,android,Organic,10
18/10/2018,FO,Blast!,ios,Ad Network 1,4
21/10/2018,KY,Blast!,ios,Organic,1
16/10/2018,GG,Blast!,ios,Ad Network 1,1
19/10/2018,VI,T-Rex,ios,Ad Network 7,1
19/10/2018,NL,Screwed,android,Organic,32
20/10/2018,US,T-Rex,ios,Ad Network 2,4
16/10/2018,HU,Blast!,android,Organic,12
21/10/2018,NL,Blast!,android,Organic,15
19/10/2018,HT,Blast!,android,Organic,1
16/10/2018,NZ,T-Rex,ios,Organic,2
18/10/2018,BR,Screwed,ios,Organic,5
16/10/2018,CO,Blast!,ios,Organic,32
16/10/2018,CN,Carz,android,Organic,1
17/10/2018,RO,Blast!,ios,Ad Network 1,78
21/10/2018,ZA,T-Rex,android,Organic,1
21/10/2018,MY,Blast!,android,Organic,17
18/10/2018,GM,Carz,ios,Ad Network 1,1
19/10/2018,AE,Blast!,android,Organic,8
18/10/2018,BJ,Blast!,ios,Ad Network 1,1
18/10/2018,DO,Carz,ios,Ad Network 1,1
18/10/2018,DO,Blast!,ios,Organic,13
21/10/2018,RO,Blast!,android,Organic,12
21/10/2018,IR,Carz,ios,Ad Network 1,2
18/10/2018,SG,T-Rex,ios,Organic,3
21/10/2018,NO,Blast!,ios,Ad Network 1,18
18/10/2018,IS,Blast!,ios,Ad Network 1,11
18/10/2018,PH,Blast!,android,Organic,58
19/10/2018,PT,T-Rex,ios,Organic,1
19/10/2018,VN,Blast!,ios,Ad Network 1,675
19/10/2018,CN,Carz,ios,Ad Network 1,1
18/10/2018,AZ,Blast!,ios,Ad Network 1,13
20/10/2018,JP,Blast!,ios,Ad Network 1,103
17/10/2018,IT,T-Rex,ios,Organic,5
16/10/2018,UA,Blast!,android,Organic,30
16/10/2018,PK,Blast!,ios,Organic,10
19/10/2018,MX,T-Rex,ios,Organic,2
16/10/2018,GB,Blast!,android,Organic,85
17/10/2018,EG,Blast!,android,Organic,15
20/10/2018,PH,Blast!,ios,Ad Network 1,299
18/10/2018,GB,T-Rex,ios,Organic,71
20/10/2018,FO,Blast!,ios,Ad Network 1,2
17/10/2018,BH,Blast!,ios,Ad Network 1,12
21/10/2018,CH,T-Rex,android,Organic,15
19/10/2018,ES,Bally Ball,ios,Organic,4
21/10/2018,IR,Blast!,ios,Organic,19
20/10/2018,RE,Blast!,ios,Ad Network 1,10
19/10/2018,MA,T-Rex,ios,Organic,1
22/10/2018,NP,Blast!,android,Organic,2
20/10/2018,TH,Carz,ios,Ad Network 1,1
22/10/2018,US,T-Rex,ios,Ad Network 7,101
20/10/2018,KH,Blast!,ios,Organic,11
19/10/2018,GY,Blast!,ios,Ad Network 1,2
16/10/2018,DZ,Blast!,android,Organic,5
20/10/2018,EG,Blast!,android,Organic,18
19/10/2018,HR,Blast!,ios,Organic,4
17/10/2018,AE,Carz,ios,Ad Network 1,2
20/10/2018,BR,Carz,ios,Ad Network 1,1718
17/10/2018,TW,T-Rex,ios,Organic,3
22/10/2018,PR,Blast!,ios,Ad Network 2,1
22/10/2018,PT,Blast!,ios,Ad Network 1,28
19/10/2018,BG,Blast!,ios,Ad Network 1,32
18/10/2018,PL,Blast!,ios,Organic,26
17/10/2018,GT,Blast!,ios,Organic,13
17/10/2018,SV,Blast!,ios,Ad Network 1,12
17/10/2018,GB,Blast!,android,Organic,73
19/10/2018,AU,Bally Ball,ios,Organic,2
19/10/2018,CA,Blast!,ios,Ad Network 3,13
20/10/2018,CG,Blast!,ios,Ad Network 1,1
22/10/2018,CZ,Blast!,ios,Organic,12
17/10/2018,IR,Blast!,android,Organic,45
22/10/2018,BO,Carz,ios,Ad Network 1,1
20/10/2018,AZ,Blast!,ios,Organic,6
20/10/2018,AE,Bally Ball,ios,Ad Network 1,3
19/10/2018,EE,T-Rex,ios,Organic,1
22/10/2018,CA,T-Rex,ios,Organic,49
17/10/2018,CY,Blast!,ios,Organic,5
22/10/2018,MX,T-Rex,android,Organic,2
21/10/2018,PH,Screwed,android,Organic,130
16/10/2018,AE,Blast!,ios,Ad Network 1,39
16/10/2018,IN,Blast!,ios,Ad Network 1,132
19/10/2018,PK,Blast!,android,Organic,8
17/10/2018,BD,Blast!,android,Organic,2
16/10/2018,HK,Blast!,ios,Ad Network 1,88
16/10/2018,MX,Blast!,ios,Ad Network 2,2
19/10/2018,BR,Bally Ball,ios,Organic,1
16/10/2018,PY,Blast!,ios,Organic,2
16/10/2018,UY,Carz,ios,Organic,1
17/10/2018,IS,Blast!,ios,Ad Network 1,11
17/10/2018,BY,Carz,android,Organic,2
20/10/2018,MQ,Blast!,ios,Organic,2
20/10/2018,EG,T-Rex,ios,Organic,3
17/10/2018,GB,Blast!,ios,Ad Network 1,108
21/10/2018,LK,Blast!,android,Organic,2
17/10/2018,BS,Blast!,ios,Organic,2
20/10/2018,FR,Blast!,ios,Ad Network 1,179
20/10/2018,AW,Blast!,ios,Ad Network 1,2
18/10/2018,MQ,Blast!,ios,Ad Network 1,3
17/10/2018,TT,Blast!,android,Organic,1
16/10/2018,NA,Blast!,ios,Organic,2
21/10/2018,CN,T-Rex,ios,Organic,146
19/10/2018,UA,T-Rex,android,Organic,2
22/10/2018,TT,Blast!,android,Organic,1
21/10/2018,CA,Blast!,ios,Ad Network 5,1
18/10/2018,AR,Carz,android,Organic,333
20/10/2018,AL,Bally Ball,ios,Ad Network 1,1
17/10/2018,LY,Blast!,ios,Ad Network 1,13
17/10/2018,AU,Blast!,android,Organic,18
21/10/2018,NL,Carz,ios,Ad Network 1,215
18/10/2018,ZA,Bally Ball,ios,Organic,1
20/10/2018,KR,Blast!,android,Organic,18
19/10/2018,IQ,Blast!,android,Organic,6
17/10/2018,GE,Blast!,ios,Ad Network 1,46
20/10/2018,MX,Blast!,ios,Ad Network 1,609
22/10/2018,RU,T-Rex,android,Organic,16
22/10/2018,NO,T-Rex,ios,Organic,7
16/10/2018,AT,Blast!,ios,Ad Network 1,30
19/10/2018,EG,Blast!,ios,Ad Network 1,158
19/10/2018,NC,Blast!,android,Organic,2
19/10/2018,NZ,Blast!,ios,Ad Network 1,8
21/10/2018,KH,Blast!,ios,Ad Network 1,33
16/10/2018,GU,Blast!,ios,Organic,4
17/10/2018,SG,Blast!,android,Organic,4
16/10/2018,BO,Carz,ios,Ad Network 1,1
19/10/2018,TO,Bally Ball,ios,Organic,1
18/10/2018,HK,Blast!,ios,Ad Network 1,80
16/10/2018,MX,T-Rex,ios,Organic,5
18/10/2018,JP,Blast!,ios,Ad Network 1,124
17/10/2018,HK,Blast!,ios,Organic,88
21/10/2018,CN,Blast!,ios,Ad Network 1,8
18/10/2018,RS,Carz,ios,Ad Network 1,1
18/10/2018,DO,Blast!,android,Organic,4
22/10/2018,IL,Bally Ball,ios,Organic,1
20/10/2018,FI,T-Rex,ios,Organic,4
20/10/2018,TR,Blast!,android,Organic,55
16/10/2018,SR,Blast!,ios,Ad Network 1,5
17/10/2018,BS,Carz,ios,Organic,1
18/10/2018,AD,Carz,ios,Ad Network 1,1
19/10/2018,AM,Blast!,ios,Ad Network 1,21
22/10/2018,GP,Blast!,ios,Ad Network 1,1
19/10/2018,NL,Carz,ios,Organic,97
20/10/2018,GE,Carz,ios,Organic,1
22/10/2018,TT,Blast!,ios,Ad Network 1,6
21/10/2018,IN,Screwed,ios,Organic,1
17/10/2018,CZ,Carz,ios,Ad Network 1,2
22/10/2018,MN,Blast!,ios,Organic,5
21/10/2018,AM,Blast!,ios,Ad Network 1,21
18/10/2018,SO,Blast!,ios,Ad Network 1,1
16/10/2018,SG,Carz,ios,Ad Network 1,2
18/10/2018,VN,Carz,android,Ad Network 1,161
22/10/2018,LY,Blast!,ios,Organic,1
20/10/2018,CA,Blast!,android,Organic,34
20/10/2018,GU,Blast!,android,Organic,1
22/10/2018,DZ,Blast!,ios,Organic,4
22/10/2018,GR,Bally Ball,ios,Ad Network 1,2
21/10/2018,AO,T-Rex,ios,Organic,1
21/10/2018,CA,Blast!,ios,Ad Network 2,1
19/10/2018,BE,Blast!,ios,Organic,28
21/10/2018,GB,Blast!,ios,Organic,212
21/10/2018,GB,Bally Ball,ios,Organic,5
20/10/2018,DJ,Blast!,ios,Ad Network 1,1
20/10/2018,IN,Blast!,ios,Organic,27
16/10/2018,IR,Blast!,ios,Ad Network 2,1
20/10/2018,SG,Carz,android,Ad Network 1,1
17/10/2018,MM,Carz,android,Organic,1
18/10/2018,UZ,Blast!,ios,Organic,1
18/10/2018,CA,T-Rex,ios,Ad Network 1,10
21/10/2018,UZ,Blast!,ios,Ad Network 1,7
19/10/2018,PR,Blast!,ios,Ad Network 1,47
19/10/2018,GB,Blast!,ios,Ad Network 3,7
19/10/2018,HK,Blast!,android,Organic,12
17/10/2018,DZ,Blast!,ios,Ad Network 1,18
21/10/2018,RU,Screwed,android,Organic,1
17/10/2018,IN,Screwed,ios,Organic,4
16/10/2018,JM,Blast!,ios,Ad Network 1,6
20/10/2018,FI,Carz,ios,Organic,1
18/10/2018,IR,Blast!,ios,Ad Network 6,1
19/10/2018,IT,Blast!,ios,Organic,89
21/10/2018,UA,Blast!,android,Organic,23
18/10/2018,SE,Blast!,android,Organic,62
17/10/2018,MF,Blast!,ios,Ad Network 1,1
16/10/2018,BW,Blast!,ios,Organic,1
16/10/2018,UY,T-Rex,ios,Organic,1
22/10/2018,SE,Blast!,ios,Organic,43
18/10/2018,BA,Blast!,android,Organic,1
16/10/2018,TH,T-Rex,ios,Organic,5
22/10/2018,IE,T-Rex,ios,Organic,2
21/10/2018,GB,Carz,android,Ad Network 1,1
16/10/2018,KY,Blast!,ios,Ad Network 1,2
20/10/2018,CO,T-Rex,ios,Organic,1
22/10/2018,IL,T-Rex,android,Organic,3
17/10/2018,LV,Blast!,ios,Ad Network 1,2
17/10/2018,KR,Carz,android,Ad Network 1,1
17/10/2018,FI,Blast!,ios,Organic,12
18/10/2018,TW,Carz,ios,Organic,1
17/10/2018,JM,Blast!,ios,Ad Network 1,3
17/10/2018,AU,Carz,ios,Ad Network 1,2
18/10/2018,GR,Blast!,ios,Ad Network 1,27
21/10/2018,MX,Carz,ios,Ad Network 1,4
18/10/2018,CA,T-Rex,android,Organic,3
22/10/2018,US,T-Rex,ios,Ad Network 3,677
21/10/2018,KG,Blast!,ios,Ad Network 1,6
20/10/2018,SG,T-Rex,ios,Organic,2
21/10/2018,SA,Screwed,ios,Organic,2
20/10/2018,MX,Bally Ball,ios,Organic,7
21/10/2018,SI,Blast!,ios,Organic,6
19/10/2018,CA,Bally Ball,ios,Organic,98
21/10/2018,TC,T-Rex,android,Organic,1
19/10/2018,BO,Carz,ios,Organic,1
21/10/2018,AO,Blast!,ios,Organic,2
20/10/2018,AR,Blast!,ios,Organic,39
16/10/2018,BJ,Blast!,ios,Ad Network 1,1
19/10/2018,BR,Blast!,ios,Organic,152
16/10/2018,TN,Blast!,ios,Ad Network 1,20
16/10/2018,EE,Blast!,ios,Organic,1
17/10/2018,KG,Blast!,ios,Ad Network 1,9
19/10/2018,FR,Blast!,android,Organic,42
20/10/2018,DK,Blast!,ios,Organic,61
22/10/2018,KR,Blast!,ios,Ad Network 3,1
18/10/2018,ME,Blast!,android,Organic,2
18/10/2018,IR,Bally Ball,ios,Organic,2
20/10/2018,IN,Carz,ios,Ad Network 1,1
16/10/2018,FR,Blast!,android,Organic,35
20/10/2018,FR,Blast!,android,Organic,48
17/10/2018,AF,Blast!,ios,Organic,2
19/10/2018,CI,T-Rex,ios,Organic,1
16/10/2018,RS,Blast!,ios,Ad Network 1,28
21/10/2018,AZ,Blast!,ios,Organic,9
21/10/2018,NL,Blast!,ios,Ad Network 3,1
16/10/2018,BY,Blast!,android,Organic,5
22/10/2018,JP,T-Rex,ios,Organic,24
17/10/2018,BR,Carz,ios,Organic,410
20/10/2018,TW,Carz,ios,Ad Network 1,3
21/10/2018,PY,Blast!,ios,Ad Network 1,10
20/10/2018,LV,Blast!,ios,Ad Network 1,6
21/10/2018,NL,Blast!,ios,Organic,68
20/10/2018,PT,Screwed,android,Organic,1
21/10/2018,NO,Bally Ball,ios,Ad Network 1,1
17/10/2018,IL,Blast!,android,Organic,6
21/10/2018,ES,Carz,ios,Ad Network 1,1
18/10/2018,KW,Blast!,ios,Organic,22
17/10/2018,IE,Blast!,ios,Organic,12
21/10/2018,AR,Bally Ball,ios,Organic,1
18/10/2018,IQ,Blast!,ios,Organic,22
21/10/2018,RU,Blast!,android,Organic,111
21/10/2018,PH,Blast!,ios,Ad Network 1,264
18/10/2018,HK,Carz,android,Organic,1
16/10/2018,US,T-Rex,ios,Ad Network 4,36
22/10/2018,KR,Bally Ball,ios,Organic,4
21/10/2018,KW,Blast!,ios,Organic,19
18/10/2018,LB,Blast!,ios,Ad Network 1,13
16/10/2018,BO,Blast!,android,Organic,3
16/10/2018,EE,Blast!,ios,Ad Network 1,8
20/10/2018,CL,T-Rex,android,Organic,1
19/10/2018,TH,T-Rex,android,Organic,1
22/10/2018,ID,Blast!,android,Organic,20
17/10/2018,CO,T-Rex,android,Organic,1
17/10/2018,MN,Blast!,ios,Organic,10
21/10/2018,QA,Blast!,android,Organic,1
20/10/2018,IN,Blast!,android,Organic,68
17/10/2018,BJ,Blast!,ios,Organic,1
19/10/2018,BE,Carz,ios,Organic,2
22/10/2018,VE,Blast!,ios,Organic,4
21/10/2018,HK,Blast!,ios,Ad Network 1,80
19/10/2018,TR,Carz,ios,Organic,2
17/10/2018,PT,Carz,ios,Organic,1
19/10/2018,BB,Blast!,android,Organic,1
19/10/2018,US,Blast!,android,Organic,1482
20/10/2018,EC,Blast!,android,Organic,15
18/10/2018,CA,Blast!,ios,Ad Network 3,15
19/10/2018,RE,Blast!,ios,Ad Network 1,9
22/10/2018,KZ,Blast!,ios,Ad Network 1,38
16/10/2018,RU,T-Rex,ios,Organic,13
18/10/2018,BG,Blast!,ios,Ad Network 1,31
22/10/2018,PT,Blast!,ios,Organic,10
18/10/2018,CZ,Blast!,android,Organic,8
22/10/2018,DK,T-Rex,android,Organic,20
20/10/2018,BA,Blast!,android,Organic,1
19/10/2018,AR,Blast!,android,Organic,38
21/10/2018,IR,Carz,android,Organic,10
16/10/2018,CY,Blast!,ios,Ad Network 1,11
18/10/2018,BO,Blast!,ios,Ad Network 1,17
22/10/2018,AM,Blast!,android,Organic,2
22/10/2018,CI,Blast!,ios,Organic,2
19/10/2018,TW,Blast!,android,Organic,15
17/10/2018,PE,Blast!,ios,Ad Network 1,44
17/10/2018,DO,T-Rex,ios,Organic,2
21/10/2018,PH,Carz,android,Organic,45
17/10/2018,MF,Blast!,android,Organic,1
19/10/2018,SA,Screwed,ios,Organic,1
21/10/2018,MY,T-Rex,ios,Organic,2
16/10/2018,PH,Carz,ios,Organic,28
21/10/2018,CA,Blast!,ios,Ad Network 1,51
16/10/2018,IS,Blast!,ios,Organic,4
20/10/2018,VN,Screwed,android,Organic,823
22/10/2018,NL,Carz,android,Organic,8
17/10/2018,MD,Blast!,ios,Ad Network 1,5
17/10/2018,BM,Blast!,ios,Ad Network 1,2
20/10/2018,AE,Blast!,ios,Ad Network 1,35
22/10/2018,AL,Blast!,ios,Organic,8
19/10/2018,SA,Blast!,ios,Ad Network 1,148
22/10/2018,NG,Blast!,ios,Organic,1
20/10/2018,AG,Blast!,ios,Ad Network 1,1
16/10/2018,ZW,Blast!,ios,Ad Network 1,1
21/10/2018,FO,Blast!,ios,Organic,1
22/10/2018,US,Bally Ball,ios,Ad Network 4,28
21/10/2018,CA,Bally Ball,android,Organic,31
18/10/2018,JO,Bally Ball,ios,Organic,1
16/10/2018,BA,Blast!,android,Organic,2
17/10/2018,NG,Blast!,android,Organic,2
20/10/2018,CO,Blast!,ios,Ad Network 1,147
22/10/2018,ID,T-Rex,ios,Organic,1
20/10/2018,SA,Screwed,ios,Organic,1
20/10/2018,BH,Blast!,ios,Organic,4
20/10/2018,SR,Blast!,ios,Ad Network 1,2
21/10/2018,GB,Carz,android,Organic,2
21/10/2018,BA,Blast!,android,Organic,1
20/10/2018,SG,Carz,ios,Ad Network 1,1
18/10/2018,XK,Blast!,ios,Organic,4
19/10/2018,AR,Carz,ios,Organic,583
21/10/2018,AE,Blast!,ios,Ad Network 1,34
22/10/2018,KH,Blast!,ios,Ad Network 1,43
21/10/2018,GB,Blast!,android,Organic,50
22/10/2018,AZ,Blast!,ios,Organic,6
22/10/2018,KG,Blast!,ios,Organic,1
21/10/2018,VN,T-Rex,android,Organic,3
18/10/2018,TH,Blast!,ios,Organic,36
18/10/2018,PA,Blast!,ios,Organic,5
22/10/2018,AU,Bally Ball,ios,Organic,3
19/10/2018,MF,Blast!,ios,Ad Network 1,1
21/10/2018,PT,Blast!,ios,Ad Network 1,48
19/10/2018,LY,Blast!,ios,Organic,1
20/10/2018,MT,Blast!,ios,Organic,1
21/10/2018,TZ,Blast!,ios,Ad Network 1,2
21/10/2018,FR,Blast!,ios,Organic,110
19/10/2018,CL,Blast!,android,Organic,30
20/10/2018,US,T-Rex,ios,Ad Network 1,262
18/10/2018,NP,Blast!,ios,Ad Network 1,7
20/10/2018,MX,Bally Ball,ios,Ad Network 1,2
16/10/2018,GR,T-Rex,ios,Ad Network 1,1
16/10/2018,TW,Blast!,ios,Ad Network 1,238
19/10/2018,FI,T-Rex,ios,Organic,3
16/10/2018,RE,Blast!,android,Organic,2
17/10/2018,CA,Carz,android,Organic,1
20/10/2018,VI,Blast!,ios,Organic,2
19/10/2018,FO,T-Rex,ios,Organic,1
21/10/2018,KR,Bally Ball,ios,Organic,1
21/10/2018,DK,T-Rex,ios,Organic,36
17/10/2018,KE,T-Rex,ios,Organic,1
22/10/2018,IN,Bally Ball,ios,Organic,1
18/10/2018,CN,Carz,ios,Organic,3
18/10/2018,MX,Blast!,ios,Ad Network 1,661
16/10/2018,PR,Blast!,ios,Ad Network 1,35
21/10/2018,IN,T-Rex,ios,Organic,6
16/10/2018,US,Blast!,ios,Ad Network 4,1
17/10/2018,DE,Blast!,ios,Organic,106
16/10/2018,AM,Blast!,ios,Organic,7
21/10/2018,VG,Blast!,ios,Ad Network 1,1
22/10/2018,BR,T-Rex,android,Organic,54
17/10/2018,IR,Blast!,ios,Ad Network 1,2
21/10/2018,CI,Blast!,ios,Ad Network 1,12
22/10/2018,GB,T-Rex,ios,Organic,60
20/10/2018,SE,Bally Ball,ios,Organic,2
16/10/2018,IM,Blast!,ios,Organic,4
22/10/2018,IT,T-Rex,android,Organic,2
21/10/2018,BW,Blast!,ios,Ad Network 1,2
17/10/2018,IM,Blast!,ios,Organic,4
22/10/2018,BY,Bally Ball,ios,Organic,1
21/10/2018,EC,Blast!,ios,Ad Network 1,81
22/10/2018,FR,T-Rex,android,Organic,16
22/10/2018,US,Bally Ball,ios,Organic,1712
18/10/2018,CA,Carz,android,Ad Network 1,7
22/10/2018,CA,Blast!,ios,Ad Network 6,1
21/10/2018,EE,Blast!,ios,Ad Network 1,5
17/10/2018,AF,Blast!,ios,Ad Network 1,5
18/10/2018,IQ,Blast!,android,Organic,12
16/10/2018,SK,Blast!,ios,Organic,9
18/10/2018,NL,T-Rex,ios,Organic,2
19/10/2018,CA,Blast!,android,Organic,35
16/10/2018,HT,Blast!,ios,Organic,1
17/10/2018,GU,Blast!,android,Organic,1
17/10/2018,DE,Blast!,android,Organic,165
16/10/2018,US,T-Rex,ios,Ad Network 1,280
21/10/2018,CO,Carz,ios,Ad Network 1,1
18/10/2018,RO,Bally Ball,ios,Organic,3
19/10/2018,IT,T-Rex,ios,Organic,5
20/10/2018,AF,Blast!,ios,Organic,3
21/10/2018,US,T-Rex,android,Organic,256
20/10/2018,DE,Bally Ball,ios,Organic,7
17/10/2018,US,T-Rex,ios,Ad Network 6,226
17/10/2018,PH,Carz,ios,Ad Network 1,300
18/10/2018,TR,Carz,ios,Ad Network 1,2
19/10/2018,VE,Blast!,ios,Organic,5
20/10/2018,BR,Blast!,android,Organic,114
16/10/2018,IL,Carz,ios,Ad Network 1,1
21/10/2018,PR,T-Rex,android,Organic,2
22/10/2018,NO,Blast!,ios,Organic,27
22/10/2018,NA,Blast!,ios,Organic,2
17/10/2018,TM,Blast!,ios,Ad Network 1,1
22/10/2018,KZ,T-Rex,android,Organic,6
18/10/2018,IM,Blast!,ios,Ad Network 1,2
20/10/2018,AZ,Bally Ball,ios,Organic,1
16/10/2018,BA,Blast!,ios,Ad Network 1,8
19/10/2018,MK,Blast!,android,Organic,1
16/10/2018,SM,Blast!,ios,Organic,1
20/10/2018,VE,Blast!,android,Organic,1
18/10/2018,IT,Blast!,ios,Organic,101
17/10/2018,IE,Carz,ios,Organic,1
16/10/2018,MA,Blast!,ios,Ad Network 1,34
16/10/2018,KZ,Blast!,ios,Ad Network 1,59
16/10/2018,SO,Blast!,ios,Organic,1
17/10/2018,PH,Blast!,android,Organic,51
16/10/2018,CR,Blast!,ios,Ad Network 5,1
19/10/2018,MQ,Blast!,android,Organic,1
22/10/2018,GE,Blast!,android,Organic,3
19/10/2018,RS,Blast!,ios,Ad Network 1,32
22/10/2018,FI,Blast!,ios,Ad Network 1,6
17/10/2018,EE,Blast!,ios,Ad Network 1,10
17/10/2018,BL,Blast!,ios,Ad Network 1,1
17/10/2018,PH,T-Rex,android,Organic,1
16/10/2018,GB,Bally Ball,ios,Organic,4
19/10/2018,CH,Blast!,ios,Ad Network 1,44
